code	month	species	Moraceae	Fagaceae	Sapotaceae	Fabaceae	Rubiaceae	Loganiaceae	Cannabaceae	Acanthaceae	Poaceae	Convolvulaceae	Malvaceae	Oleaceae	Combretaceae	Rosaceae	Apocynaceae	Phyllanthaceae	Sapindaceae	Lentibulariaceae	Araliaceae	Urticaceae	Euphorbiaceae	Lamiaceae	Lauraceae	Vitaceae	Opiliaceae	Cucurbitaceae	Rutaceae	Solanaceae	Asteraceae	Hylocomiaceae	Salicaceae	Rhamnaceae	Elaeocarpaceae	Menispermaceae	Symplocaceae	Pteridaceae	Icacinaceae	Theaceae	Platanaceae	Ebenaceae	Juglandaceae	Celastraceae	Ulmaceae	Betulaceae	Pentaphylacaceae	Amaranthaceae	Aquifoliaceae	Brassicaceae	Pinaceae	Loranthaceae	Pittosporaceae	Sabiaceae	Stilbaceae	Primulaceae	Polygonaceae	Ranunculaceae	Cactaceae	Scrophulariaceae	Anacardiaceae	Styracaceae	Meliaceae	Hyacinthaceae	Zamiaceae	Caryophyllaceae	Chenopodiaceae	Capparaceae	Plantaginaceae	Burseraceae	Apiaceae	Schisandraceae	Chlorellaceae	Myrtaceae	Melastomataceae	Arecaceae	Ginkgoaceae	Cycadaceae	Taxaceae	Proteaceae	Smilacaceae	Bignoniaceae	Actinidiaceae	Adoxaceae	Thymelaeaceae	Begoniaceae	Annonaceae	Aristolochiaceae	Musaceae	Calceolariaceae	Gentianaceae	Balsaminaceae	Clusiaceae	Lardizabalaceae	Chlorococcaceae	Caprifoliaceae	Ericaceae	Hypericaceae	Cladophoraceae	Aizoaceae	Portulacaceae	Santalaceae	Phytolaccaceae	Podocarpaceae	habitat	seasonal
26	vmt_april	4	T.delacouri	1021.49591064453	15.3459892272949	1902.59887695312	68.525161743164	389.271514892578	0	231.709228515625	84.9347305297851	3.03881001472473	136.898391723632	532.855346679687	374.837188720703	3.34269094467163	443.362335205078	77.9454650878906	12.9149417877197	17.4731578826904	0	0.911642968654632	60.9281349182128	17.6250953674316	131.73240661621	72.3236770629882	7.44508457183837	0.607761979103088	116.386413574218	73.2353134155273	24.9182395935058	15.0421085357666	0	9.57225131988525	24.766300201416	43.9108009338378	28.4128723144531	0	1.21552395820617	2.88686943054199	0	0	5.4698576927185	0	4.10239315032959	0	6.0776195526123	0	27.1973495483398	0	1.82328593730926	1.21552395820617	0	8.96448898315429	9.42031002044677	0	13.5227041244506	0	11.5474767684936	0	0	0	0	4.55821466445922	3.49463129043579	0	0	0	1.82328593730926	1.82328593730926	0	0	0	0	1.97522640228271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607761979103088	0	0	0	0	0	0	0	0	0	0	LF	Dry
27	vmt_august	8	T.delacouri	1007.94396972656	14.5404500961303	1916.896484375	71.4226913452148	373.049774169921	0	232.41455078125	85.3815231323242	2.442795753479	130.282440185546	538.4619140625	374.213012695312	2.67544293403625	447.84585571289	73.6328430175781	10.9344186782836	16.1689796447753	0	0	63.0473937988281	20.7056007385253	126.560073852539	66.5371017456054	10.120153427124	0.697941601276397	119.580657958984	76.4246063232421	24.5442790985107	14.1914796829223	0	10.5854473114013	26.7544269561767	46.9947357177734	28.848253250122	0	1.74485397338867	3.14073729515075	0	0	4.07132577896118	0	3.02441358566284	1.04691243171691	5.93250370025634	0	28.7319297790527	0	3.72235536575317	1.27955961227417	0	10.2364768981933	11.6323595046997	0	15.2383918762207	0	11.050742149353	0	0	0	0	4.18764972686767	3.8386788368225	0	0	0	1.51220679283142	1.51220679283142	0	0	0	0	1.86117756366729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Wet
28	vmt_december	12	T.delacouri	1006.61938476562	11.9598340988159	1935.83203125	72.0912170410156	371.08706665039	0	229.894592285156	76.0778350830078	2.6577410697937	140.195831298828	542.843566894531	374.741455078125	4.31882905960083	433.543975830078	68.4368209838867	8.63765716552734	15.9464454650878	0	0.66443520784378	59.4669532775878	22.9230155944824	134.215911865234	75.0811767578125	10.9631814956665	0	116.940597534179	80.0644378662109	23.9196681976318	14.9497928619384	0	9.96652793884277	26.2451915740966	44.184944152832	27.5740604400634	0	0.66443520784378	4.98326396942138	0	0	5.97991704940795	0	2.65774083137512	0	7.30878734588623	0	30.2318019866943	0	2.6577410697937	0.996652841567993	0	8.63765811920166	11.6276168823242	0	15.6142272949218	0	9.63431072235107	0	0	0.66443520784378	0	3.98661136627197	5.97991704940795	0.66443520784378	0	0	0.996652841567993	2.98995852470397	0	0	0	0	1.99330568313598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Dry
29	vmt_february	2	T.delacouri	2179.45532226562	7.85260581970214	715.301025390625	81.0246124267578	1037.43627929687	0.713873267173767	107.973335266113	4.28323936462402	1.60621488094329	77.8121871948242	6.42485952377319	440.638244628906	6.60332775115966	261.991485595703	178.646789550781	1.42774653434753	3.56936645507812	1.24927818775177	0	229.688720703125	0.713873267173767	142.2392578125	359.970581054687	9.28035354614257	1.96315145492553	22.4870071411132	467.051574707031	36.7644729614257	2.49855661392211	0	1.24927830696105	31.9458293914794	0	31.2319545745849	0	0.713873267173767	5.17558145523071	0	0	0	0	1.07080996036529	0	66.5686874389648	0	1.42774653434753	0	3.21242976188659	3.74783468246459	1.42774653434753	98.5145111083984	62.1069755554199	0	19.9884529113769	0	8.56647968292236	1.96315145492553	0	1.24927818775177	0	0	9.28035259246826	0	0	0	2.32008814811706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07080996036529	0	1.78468322753906	2.32008814811706	0	0	0	0	1.24927818775177	0	0	LF	Dry
30	vmt_july	7	T.delacouri	1024.99743652343	15.8081045150756	1912.90710449218	70.4409103393554	379.647399902343	0	240.53611755371	87.3871994018554	2.14990210533142	133.92625427246	554.042419433593	386.350067138671	2.27636694908142	427.071746826171	77.1435470581054	9.23193264007568	15.8081045150756	0	0.758789002895355	55.5180625915527	19.3491191864013	123.42967224121	66.3940353393554	8.85253810882568	1.51757800579071	105.345207214355	77.7758712768554	22.1313457489013	14.0375967025756	0	11.3818349838256	25.0400371551513	39.8364219665527	26.6840801239013	0	1.13818347454071	2.65576148033142	0	0	4.29980421066284	0	3.92040991783142	0.885253846645355	6.07031202316284	0	27.0634746551513	0	2.40283179283142	1.39111316204071	0	12.1406240463256	12.0141592025756	1.01171863079071	12.6464834213256	0	9.73779201507568	0	0	0	0	6.07031202316284	4.42626905441284	0	0	0	2.02343726158142	1.26464831829071	0	0	0	0	2.65576148033142	0	0	0	0	0	0	0	0	0	0	0	0	0.632324159145355	0	0	0	0	0	0	0.632324159145355	0	0	0	0	0	0	0	0	0	0	LF	Wet
31	vmt_june	6	T.delacouri	1010.50329589843	14.2498416900634	1914.42102050781	65.8952255249023	374.614379882812	0	238.211242675781	88.2995986938476	1.89448773860931	136.567840576171	550.884094238281	384.416259765625	2.8829162120819	436.061645507812	76.3560943603515	9.71954536437988	18.121187210083	0.658952236175537	1.15316641330719	56.1756782531738	20.1804103851318	125.612762451171	67.7073364257812	8.15453433990478	1.89448773860931	108.315277099609	73.6379241943359	24.545970916748	14.1674728393554	0	11.3669261932373	25.4520301818847	40.5255622863769	28.0054683685302	0	0.988428354263305	2.38870191574096	0	0	3.45949935913085	0	4.03608226776123	0.906059324741363	6.01293897628784	0	27.8407325744628	0	1.48264253139495	1.31790447235107	0	9.14296245574951	11.9435091018676	0	13.8379974365234	0	10.6256046295166	0	0	0	0	6.50715351104736	4.03608226776123	0	0	0	1.97685670852661	1.72974967956542	0	0	0	0	1.64738059043884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Wet
32	vmt_march	3	T.delacouri	1021.39459228515	14.7851123809814	1914.24438476562	72.2148895263671	361.31884765625	0	235.828643798828	84.0674133300781	2.93258428573608	131.47752380371	541.917114257812	381.6025390625	1.83286499977111	440.987365722656	72.3370819091796	11.8525285720825	17.3511219024658	0	0.977528095245361	63.6615180969238	19.1839885711669	128.056182861328	64.8834228515625	9.04213523864746	0.733146071434021	114.981735229492	75.0252838134765	29.2036514282226	15.2738752365112	0	10.9971904754638	27.1264057159423	46.9213485717773	26.6376419067382	0	0	3.0547752380371	0	0	4.8876404762268	0	2.4438202381134	0.977528095245361	7.57584285736084	0	28.2261238098144	0	2.56601119041442	0.855337083339691	0	9.89747238159179	12.9522476196289	0	14.7851123809814	0	10.508427619934	0	0	0	0	6.10955047607421	4.39887619018554	0	0	0	1.58848309516906	2.4438202381134	0	0	0	0	1.95505619049072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61095505952835	0	0	0	0	0	0	0	0	0	0	LF	Dry
33	vmt_may	5	T.delacouri	1009.92559814453	15.4460840225219	1920.69287109375	74.472183227539	377.601593017578	0	230.312133789062	82.4710617065429	2.89614081382751	127.154373168945	534.26904296875	380.221893310546	2.48240637779235	439.799652099609	76.1271286010742	11.4466514587402	18.6180477142334	0	0	58.6123695373535	19.3076019287109	129.91259765625	65.6458587646484	8.82633399963378	0	117.638473510742	78.19580078125	23.3070373535156	16.8251991271972	0	12.6878547668457	28.8234958648681	47.4415435791015	28.1339397430419	0	0.827468752861023	3.44778656959533	0	0	4.82690143585205	0	3.03405237197875	1.24120318889617	7.44721937179565	0	28.8234958648681	0	3.03405237197875	0.827468752861023	0	8.82633399963378	14.2048807144165	0	14.4807033538818	0	11.032917022705	0	0	0.689557313919067	0	5.10272407531738	4.55107831954956	0	0	0	1.24120318889617	2.0686719417572	0	0	0	0	2.0686719417572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.689557313919067	0	0	0	0	0	0	0	0	LF	Dry
34	vmt_november	11	T.delacouri	1015.8212890625	10.724214553833	1904.1435546875	77.1547546386718	368.793792724609	0	241.294815063476	77.7505493164062	2.38315868377685	147.75584411621	520.720153808593	375.347473144531	3.8726327419281	461.73696899414	72.6863403320312	12.5115823745727	17.8736896514892	0.89368450641632	0	63.7494926452636	18.4694786071777	129.286361694335	72.9842300415039	9.23473930358886	0.595789670944213	120.94529724121	75.9631805419921	23.2357959747314	15.7884254455566	0	6.85158109664917	27.1084270477294	47.3652763366699	23.53369140625	0	0.595789670944213	4.17052745819091	0	0	3.57473802566528	0	2.97894835472106	0.89368450641632	6.25579166412353	0	37.8326416015625	0	1.78736901283264	1.78736901283264	1.19157934188842	8.63895034790039	10.1284236907958	0	12.8094778060913	0	9.83052921295166	0	0	0.595789670944213	0	4.46842241287231	3.8726327419281	0.595789670944213	0	0	1.48947417736053	1.48947417736053	0	0	0	0	3.27684307098388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89368450641632	0	0	0	0	0	0	0	0	0	0	LF	Dry
35	vmt_october	10	T.delacouri	1015.24365234375	11.9901037216186	1928.69396972656	69.9830551147461	367.044006347656	0.734088003635406	226.833190917968	79.281509399414	3.18104791641235	130.912353515625	542.735717773437	370.714416503906	2.44695973396301	445.83609008789	74.387580871582	11.50071144104	16.3946323394775	0	0.734088003635406	53.8331222534179	16.3946323394775	134.338104248046	73.6534957885742	7.09618425369262	0.734087944030761	115.9859085083	73.6534957885742	24.4696006774902	16.3946323394775	0	9.54314422607421	28.6294326782226	45.5134544372558	31.5657844543457	0.489391982555389	0.489391982555389	3.91513586044311	0	0	4.64922380447387	0.489391982555389	2.69165587425231	0	8.31966400146484	0	31.8104801177978	0	2.69165611267089	0.734088003635406	0	10.2772321701049	11.50071144104	0	15.9052400588989	0	12.4794950485229	0	0	0	0	4.15983200073242	4.40452814102172	0	0	0	2.44695997238159	1.71287202835083	0	0	0	0	1.46817600727081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489391982555389	0	0	0	0	0	0	0	0	0	0	LF	Wet
36	vmt_september	9	T.delacouri	1012.29388427734	11.2309465408325	1914.45727539062	73.7554702758789	364.754333496093	0	237.02326965332	85.3216705322265	1.67626070976257	132.424591064453	547.466735839843	376.82339477539	1.3410085439682	458.960174560546	75.5993576049804	10.3928165435791	16.9302330017089	0	1.3410085439682	55.819480895996	17.097858428955	120.690765380859	68.2238082885742	8.21367740631103	0.6705042719841	118.344001770019	75.9346084594726	22.1266403198242	15.4215984344482	0	10.7280683517456	28.9993114471435	45.0914115905761	26.9877967834472	0	0.6705042719841	2.6820170879364	0	0	4.35827779769897	0.6705042719841	3.68777346611022	0.6705042719841	5.19640827178955	0	29.1669368743896	0	2.6820170879364	1.00575637817382	0	12.0690774917602	13.2424592971801	0.6705042719841	15.2539720535278	0	9.05180835723877	0	0	0	0	4.19065189361572	3.18489527702331	0	0	0	1.67626070976257	1.84388673305511	0	0	0	0	1.67626070976257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LF	Wet
37	vx_april	4	T.crepusculus	83.5622024536132	2216.29736328125	695.797790527343	1367.38159179687	742.564086914062	1.89914095401763	78.8143539428711	1.66174829006195	27.5375423431396	6.88438606262207	3.08610391616821	139.586853027343	0.712177872657775	14.9557342529296	22.0775146484375	2.61131882667541	0.474785238504409	178.994033813476	275.375427246093	1.42435574531555	7.59656381607055	59.3481559753418	178.994033813476	4.27306699752807	0	28.4871139526367	14.4809494018554	33.2349662780761	1.66174829006195	1.18696308135986	6.40960121154785	0.474785238504409	0.712177872657775	0	0	2.37392616271972	0	0	0	0	0	0	5.93481540679931	0	37.0332489013671	1.42435574531555	15.6679124832153	0	3.08610391616821	28.2497215270996	0	0	0	0	0	0.949570477008819	0	0	0	8.78352737426757	16.3800907135009	3.32349681854248	0	0	0	0.712177872657775	0	0	0	12.10702419281	2.37392616271972	0	0	0	0	0	0	0	1.66174840927124	0	0	0	0	0.949570477008819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Dry
38	vx_august	8	T.crepusculus	1362.27770996093	2926.95751953125	77.2551727294921	87.0431594848632	124.796813964843	4.19485092163085	8.73927307128906	1.74785447120666	51.7364959716796	6.64184713363647	9.43841457366943	9.08884334564209	1.74785447120666	21.6733970642089	7.69056034088134	2.79656720161438	0.699141800403595	136.682220458984	350.270050048828	4.89399290084838	9.78798484802246	388.373291015625	153.461639404296	5.59313488006591	0	36.0058059692382	17.1289749145507	3.49570894241333	3.49570894241333	1.39828360080719	7.69055986404418	0	0	0.699141800403595	0	4.19485092163085	2.09742546081542	0	0	0	0	0.699141800403595	8.04013061523437	0	45.7937889099121	1.39828360080719	10.1375560760498	0	1.39828360080719	0	0	0	0	0	0	1.04871273040771	35.6562347412109	0	14.681978225708	11.5358400344848	0	3.14613819122314	0.699141800403595	0	0	2.44699645042419	0	0	0	0	0	0	0	0	0	0	15.3811197280883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Wet
39	vx_december	12	T.crepusculus	360.780364990234	4236.5576171875	16.034683227539	29.6398658752441	309.275024414062	3.401296377182	7.53144216537475	1.45769846439361	59.5226898193359	5.83079385757446	3.401296377182	13.6051864624023	0.971798956394195	161.318618774414	7.28849220275878	12.3904361724853	0	265.787017822265	421.274841308593	2.67244696617126	10.6897888183593	4.85899448394775	118.073570251464	178.082153320312	1.45769846439361	32.5552635192871	30.6116676330566	0.728849232196807	2.18654775619506	2.18654775619506	6.31669330596923	0.971798956394195	0.485899478197097	0	0.485899478197097	2.67244720458984	0	0	0.971798956394195	0	0	0	1.21474862098693	0	43.7309532165527	1.21474874019622	7.77439165115356	6.31669330596923	0	0	0.485899478197097	0	0	0	0	0	0	0	0	9.96093940734863	0	2.91539692878723	0.485899478197097	0	0	1.700648188591	0	0	0	0	0	0.485899478197097	0	0	0	0	0	0	0	0	2.18654751777648	0	0.728849232196807	1.21474862098693	0	0	0.485899478197097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Dry
40	vx_february	2	T.crepusculus	141.580276489257	4694.24267578125	16.4575786590576	17.133918762207	173.368194580078	3.60714054107666	5.63615751266479	3.15624809265136	78.6807556152343	7.43972730636596	6.31249618530273	12.1740999221801	0.901785135269165	29.5334644317626	36.0714035034179	4.73437213897705	0	169.535614013671	624.2607421875	3.8325867652893	12.3995456695556	8.34151268005371	89.9530639648437	6.31249570846557	0	50.0490798950195	26.1517677307128	2.02901649475097	3.60714054107666	1.57812404632568	2.93080163002014	1.12723135948181	0.676338851451873	0.676338851451873	0	3.8325867652893	0	0	0	0	12.6249923706054	0.676338851451873	0	0	62.4486198425293	2.25446271896362	13.3013305664062	0	0	0	0.676338851451873	0	0	0.901785135269165	0	1.57812404632568	0	0	0	16.2321319580078	0	3.15624785423278	0	0	0	0.676338851451873	0	0	0	0	0	0.676338851451873	0	0	0	0	0	0	0	0	0	0	0	1.35267770290374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Dry
41	vx_january	1	T.crepusculus	104.164649963378	4114.50341796875	38.2071113586425	83.4523696899414	218.3837890625	3.61962103843688	255.585464477539	3.61962080001831	97.5286788940429	5.0272512435913	4.82616138458251	8.44578266143798	0.603270173072814	26.9460659027099	283.738067626953	10.0545024871826	1.4076303243637	171.529815673828	625.792236328125	2.21199059486389	18.701374053955	6.03270149230957	152.02407836914	33.5820388793945	0	41.6256446838378	41.4245491027832	23.9297161102294	4.82616138458251	3.21744108200073	5.42943143844604	0	0.603270173072814	1.00545024871826	2.21199059486389	4.62507152557373	0	0	0	0	0	0	19.7068252563476	0	30.7667789459228	1.00545024871826	12.2664937973022	5.63052129745483	0	0	0	0	0	0.603270173072814	0	1.00545024871826	0	0	0	13.2719440460205	0	2.81526088714599	0.804360210895538	0	0	0.804360210895538	0	0	0	0	0	0	2.21199059486389	0	0	0	0	14.2773942947387	0	0	0.804360210895538	0	0	2.41308069229125	0	0	5.63052177429199	0	1.40763044357299	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Dry
42	vx_july	7	T.crepusculus	592.682250976562	1706.11572265625	42.5592346191406	368.497039794921	511.010498046875	3.14698553085327	13.4870815277099	1.94813394546508	49.9022026062011	5.39483261108398	8.54181861877441	8.69167423248291	2.54755973815917	12.7377996444702	4.1959810256958	6.59368419647216	1.64842104911804	1344.51208496093	212.196746826171	2.0979905128479	6.59368419647216	431.286865234375	207.551193237304	3.44669866561889	0	22.0289001464843	15.5850715637207	3.44669866561889	1.49856460094451	0.749282300472259	9.89052677154541	0	1.49856460094451	0	0	2.0979905128479	1.49856460094451	0	0	0	0	0	4.9452633857727	0	26.2248802185058	0.599425852298736	12.2882299423217	0	0	0	0	0	0	0	0	0.899138748645782	18.4323444366455	0	1.34870815277099	7.04325342178344	2.99712920188903	5.6945457458496	0	0	0.149856463074684	9.74067020416259	0	0	0	7.04325342178344	0	0	0	0	0	0	0	0	1.04899525642395	0	0	0	0.749282300472259	0.599425852298736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Wet
43	vx_june	6	T.crepusculus	105.158462524414	2684.65380859375	255.285980224609	240.411590576171	425.130706787109	2.76732778549194	7.61015129089355	2.4214117527008	43.9313278198242	5.88057136535644	6.226487159729	10.3774785995483	1.38366389274597	17.295799255371	8.30198287963867	4.84282350540161	0	935.356750488281	333.117065429687	3.45915961265563	8.99381446838378	285.380676269531	178.492645263671	3.80507564544677	0	32.862018585205	22.1386222839355	15.9121351242065	123.837913513183	2.07549571990966	10.7233943939208	0	0	1.03774785995483	0.691831946372985	1.72957980632781	0	0	0	0	0	0	1.38366389274597	0	42.5476646423339	1.7295799255371	14.5284700393676	0	0	0	0	0	0	0	0	0	5.53465557098388	0	1.38366389274597	8.64789867401123	0	4.49690771102905	1.38366389274597	0	0	8.64789867401123	0	0	0	9.68564701080322	1.38366389274597	0.691831946372985	0	0	0	0	0	0	0	0	0	0	0.691831946372985	1.38366389274597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Wet
44	vx_november	11	T.crepusculus	121.003807067871	3404.45849609375	334.886199951171	416.6455078125	159.594207763671	3.2703731060028	155.66975402832	1.96222388744354	102.03564453125	3.92444777488708	3.9244475364685	11.7733430862426	1.30814921855926	22.8926124572753	58.2126388549804	7.84889507293701	0	174.637924194335	435.613708496093	5.88667154312133	13.0814924240112	27.471134185791	109.884536743164	6.54074621200561	0	50.3637466430664	25.5089092254638	16.3518638610839	1.96222376823425	1.96222376823425	5.88667154312133	0	0.654074609279632	0	601.094604492187	4.57852220535278	0	0	0	0.654074609279632	0	0	9.15704441070556	0	54.942268371582	0.654074609279632	27.471134185791	3.92444777488708	0	0	0	0	0	0.654074609279632	0	0.654074609279632	0	0	0	11.7733430862426	0	3.2703731060028	0.654074609279632	0	0	1.96222388744354	0	0	0	0	0	0.654074609279632	0.654074609279632	0	0	0	0	0	0	0	0.654074609279632	0	0.654074609279632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Dry
45	vx_october	10	T.crepusculus	337.450744628906	2011.30786132812	173.975402832031	464.537872314453	132.880279541015	3.62071633338928	287.665924072265	2.17242980003356	461.641326904296	3.8017520904541	3.25864458084106	7.965576171875	0	15.9311513900756	426.701416015625	16.4742584228515	15.025972366333	334.011077880859	331.114501953125	3.07760882377624	20.0949745178222	72.2332916259765	290.562469482421	6.15521764755249	0	24.4398365020751	43.6296310424804	14.3018293380737	2.17242980003356	0.90517908334732	11.0431842803955	0	15.5690793991088	0	642.134033203125	2.17242980003356	0.543107450008392	0	0	0	0	0.90517908334732	22.086368560791	0	29.6898727416992	1.08621490001678	73.8626098632812	1.08621490001678	0	0	0	0	0	0.90517908334732	0	0.543107450008392	4.34485960006713	0	0	6.87936067581176	2.71553707122802	9.41386222839355	0	0	0	1.62932229042053	0	0	0	0	0	0	0	3.25864458084106	0	0	0	0.90517908334732	0	0	6.69832515716552	0	1.44828653335571	1.08621490001678	0	0	0	0	0.543107450008392	0	4.52589511871337	0	0	0.543107450008392	0	0	0	0	0	0	0	0	RF	Wet
46	vx_september	9	T.crepusculus	1126.12927246093	3410.7421875	24.1451377868652	22.2135276794433	159.84080505371	2.89741659164428	6.27773571014404	4.82902765274047	46.8415641784668	4.82902765274047	14.0041809082031	12.5554723739624	2.41451382637023	25.1109428405761	9.65805435180664	12.0725688934326	1.44870829582214	145.353744506835	427.368957519531	2.41451382637023	9.65805435180664	48.7731781005859	100.92667388916	8.6922492980957	0	48.2902755737304	24.1451377868652	0.965805530548095	3.38031935691833	3.38031935691833	49.2560806274414	0	0.482902765274047	0	0	77.2644348144531	0	0	0	0.965805530548095	0	0.482902765274047	2.41451382637023	0	62.2944564819335	1.93161106109619	15.4528884887695	0	0	0	0	0	0	0.482902765274047	0	1.44870829582214	12.555471420288	0	13.5212774276733	7.72644424438476	1.44870829582214	1.44870829582214	1.93161106109619	0	0	10.6238603591918	0	0	0	0	0.965805530548095	0.482902765274047	2.41451382637023	0	0	0	0	0	0	0	0.482902765274047	0	1.93161106109619	0.965805530548095	0	0	0.482902765274047	0	0.482902765274047	0	0	0	0	0	0	0	0	0	0	0	0	0	RF	Wet
